Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
42,No,Travel_Frequently,1172,Research & Development,1,1,Other,1,455,3,Male,38,3,2,Research Director,3,Married,7325,6319,4,Y,No,14,3,3,80,2,20,2,3,3,2,1,1
41,No,Travel_Rarely,798,Sales,16,4,Life Sciences,1,456,4,Male,87,2,5,Sales Executive,1,Divorced,13743,20668,5,Y,No,19,3,2,80,0,20,1,3,14,7,3,11
40,No,Travel_Rarely,347,Sales,3,4,Medical,1,457,4,Male,64,3,3,Manager,1,Married,10766,9976,3,Y,No,16,3,1,80,0,18,4,3,4,1,0,2
38,No,Travel_Rarely,1361,Research & Development,5,3,Medical,1,458,3,Female,64,1,4,Research Scientist,4,Divorced,9906,21588,1,Y,Yes,13,3,2,80,2,15,3,3,7,5,1,2
43,No,Travel_Rarely,145,Sales,8,3,Life Sciences,1,459,4,Male,85,3,2,Sales Executive,2,Single,9101,18615,2,Y,No,17,3,1,80,3,22,5,3,5,3,0,4
34,No,Travel_Frequently,735,Research & Development,1,2,Medical,1,460,1,Female,36,4,3,Manufacturing Director,3,Married,9121,23737,3,Y,No,15,3,2,80,1,11,1,2,10,6,2,9
52,No,Travel_Frequently,915,Research & Development,1,4,Technical Degree,1,461,1,Male,83,2,4,Research Director,3,Married,13014,17178,1,Y,No,17,3,2,80,2,30,3,3,6,2,2,4
27,Yes,Travel_Rarely,1365,Research & Development,25,3,Medical,1,462,1,Male,80,3,3,Research Scientist,3,Married,9723,11709,2,Y,No,17,3,1,80,0,7,5,3,7,4,1,4
18,Yes,Travel_Rarely,346,Research & Development,3,3,Technical Degree,1,463,4,Female,32,3,3,Laboratory Technician,1,Divorced,7712,24979,3,Y,No,17,4,1,80,1,0,5,3,1,0,0,0
44,No,Travel_Rarely,741,Research & Development,8,4,Technical Degree,1,464,3,Male,31,3,2,Manufacturing Director,3,Single,6514,2247,4,Y,No,18,3,4,80,0,21,0,4,7,3,3,5
35,Yes,Travel_Rarely,1176,Sales,12,1,Life Sciences,1,465,3,Male,32,3,2,Manager,1,Married,7140,4319,3,Y,No,11,3,1,80,1,13,1,2,1,0,0,0
49,No,Travel_Rarely,190,Research & Development,1,3,Technical Degree,1,466,4,Male,63,2,2,Laboratory Technician,4,Married,8956,21028,2,Y,No,15,3,1,80,0,29,2,3,1,0,0,0
43,No,Travel_Rarely,1465,Research & Development,3,2,Other,1,467,3,Male,83,3,2,Manager,3,Single,5698,19867,4,Y,No,11,3,1,80,3,20,1,3,4,2,1,3
32,No,Travel_Rarely,711,Sales,1,2,Other,1,468,3,Male,37,3,3,Sales Representative,3,Married,8390,19477,5,Y,No,15,3,2,80,0,9,4,3,1,0,0,0
35,Yes,Travel_Rarely,474,Research & Development,2,3,Other,1,469,1,Female,50,3,2,Research Scientist,2,Married,4967,26455,4,Y,Yes,13,3,4,80,0,15,3,3,11,4,6,3
30,Yes,Travel_Frequently,1255,Sales,11,5,Life Sciences,1,470,3,Female,46,2,2,Sales Executive,2,Married,5468,11669,2,Y,No,18,4,4,80,1,10,4,4,1,0,0,0
43,No,Travel_Rarely,1005,Human Resources,3,2,Life Sciences,1,471,1,Female,48,3,3,Human Resources,3,Divorced,10250,25165,2,Y,No,13,3,4,80,1,20,4,3,2,1,0,1
38,No,Travel_Rarely,1453,Research & Development,1,3,Other,1,472,4,Male,32,1,4,Research Scientist,3,Married,10519,20335,2,Y,No,15,3,2,80,3,15,3,3,0,0,0,0
45,No,Travel_Rarely,1395,Research & Development,3,2,Medical,1,473,1,Male,75,1,2,Research Director,2,Single,8039,7297,8,Y,Yes,11,3,1,80,0,25,4,2,25,13,6,21
43,No,Travel_Rarely,250,Sales,5,4,Medical,1,474,3,Male,95,3,5,Sales Representative,2,Single,14480,11989,1,Y,No,15,3,1,80,1,23,2,2,5,3,1,3
26,Yes,Travel_Rarely,489,Human Resources,1,4,Human Resources,1,475,3,Male,55,1,2,Human Resources,1,Single,6091,22129,3,Y,No,11,3,1,80,1,4,3,3,4,3,2,3
44,No,Travel_Frequently,939,Research & Development,14,2,Medical,1,476,4,Female,66,1,3,Manager,2,Married,9905,18914,1,Y,No,15,3,3,80,0,23,5,3,7,3,3,4
36,No,Travel_Rarely,388,Research & Development,1,3,Medical,1,477,1,Female,94,2,3,Healthcare Representative,1,Married,7794,11745,3,Y,No,15,4,4,80,1,13,1,3,1,0,0,0
34,No,Travel_Rarely,532,Research & Development,1,2,Technical Degree,1,478,4,Female,30,2,1,Manager,4,Married,5304,12250,0,Y,No,13,3,1,80,1,13,6,3,3,2,0,1
37,No,Travel_Rarely,966,Sales,15,3,Medical,1,479,3,Male,57,2,2,Manager,4,Divorced,7947,23263,2,Y,Yes,13,3,3,80,0,15,1,2,7,6,1,2
50,No,Travel_Rarely,266,Research & Development,10,2,Life Sciences,1,480,2,Male,42,1,1,Research Scientist,3,Divorced,4939,14093,6,Y,No,11,3,4,80,1,28,2,3,6,4,0,4
48,No,Travel_Rarely,673,Research & Development,11,3,Medical,1,481,1,Female,75,3,3,Manufacturing Director,4,Single,10543,23537,3,Y,No,17,3,2,80,0,28,4,3,1,0,0,0
33,No,Travel_Frequently,1135,Sales,4,3,Marketing,1,482,3,Female,65,2,3,Manager,1,Divorced,7880,11885,3,Y,Yes,17,3,1,80,0,13,4,3,6,2,0,3
45,No,Travel_Rarely,1484,Sales,2,4,Life Sciences,1,483,4,Male,62,3,3,Sales Executive,4,Married,10302,4956,2,Y,Yes,11,3,3,80,1,24,4,2,0,0,0,0
40,Yes,Travel_Rarely,404,Sales,1,3,Life Sciences,1,484,1,Male,30,2,3,Sales Representative,1,Single,10047,21930,3,Y,No,14,3,2,80,2,17,2,4,6,5,0,3
32,No,Travel_Frequently,913,Research & Development,4,2,Medical,1,485,3,Male,62,3,1,Research Director,2,Divorced,4235,17617,2,Y,No,18,3,2,80,1,9,2,3,5,3,2,4
34,No,Non-Travel,1406,Sales,10,3,Life Sciences,1,486,3,Male,63,3,2,Sales Executive,1,Married,5510,25657,2,Y,No,15,4,1,80,0,13,3,3,0,0,0,0
42,No,Travel_Rarely,485,Research & Development,2,1,Technical Degree,1,487,1,Male,33,2,2,Research Director,3,Married,7827,22501,2,Y,No,21,3,4,80,1,21,3,2,0,0,0,0
44,No,Travel_Rarely,1318,Research & Development,9,4,Other,1,488,4,Female,51,2,3,Research Scientist,4,Married,9223,24252,1,Y,Yes,24,3,3,80,2,23,1,1,12,4,2,11
33,No,Travel_Rarely,1400,Research & Development,1,2,Technical Degree,1,489,2,Female,55,4,5,Research Scientist,2,Single,12642,21022,3,Y,No,15,3,3,80,0,11,2,2,5,4,2,3
30,No,Travel_Frequently,1418,Sales,7,2,Life Sciences,1,490,4,Male,42,3,2,Manager,1,Married,6364,15606,4,Y,No,12,4,2,80,0,7,2,3,7,3,3,6
44,No,Travel_Frequently,1236,Research & Development,4,2,Medical,1,491,4,Male,50,3,2,Healthcare Representative,3,Single,7655,7854,3,Y,No,12,3,3,80,1,24,3,3,2,1,0,1
24,Yes,Non-Travel,734,Research & Development,13,2,Technical Degree,1,492,3,Male,99,3,1,Healthcare Representative,3,Married,4845,13667,0,Y,No,16,3,4,80,0,1,4,3,1,0,0,0
20,Yes,Travel_Rarely,800,Research & Development,1,3,Life Sciences,1,493,2,Female,59,3,1,Manufacturing Director,2,Single,4546,12392,2,Y,No,11,3,2,80,0,0,1,3,0,0,0,0
47,No,Travel_Rarely,1387,Sales,15,2,Medical,1,494,2,Female,82,2,3,Sales Executive,3,Divorced,10216,14811,1,Y,Yes,15,3,4,80,1,27,3,3,3,1,1,2
35,No,Travel_Rarely,979,Research & Development,1,2,Other,1,495,4,Male,73,3,4,Manufacturing Director,3,Divorced,11484,17306,4,Y,No,20,3,2,80,0,15,2,3,11,3,4,3
32,Yes,Travel_Rarely,1100,Sales,9,1,Medical,1,496,4,Male,74,2,2,Manager,2,Single,5900,25415,3,Y,No,20,3,4,80,0,9,0,2,1,0,0,0
26,No,Travel_Rarely,786,Research & Development,6,2,Life Sciences,1,497,4,Male,80,2,1,Manufacturing Director,1,Single,3952,6482,2,Y,Yes,13,3,1,80,1,6,3,3,5,3,2,3
37,No,Travel_Rarely,833,Research & Development,7,3,Life Sciences,1,498,1,Male,46,3,3,Research Scientist,1,Married,9475,20255,7,Y,No,15,3,2,80,1,16,3,3,4,2,0,3
48,No,Travel_Rarely,309,Sales,12,3,Marketing,1,499,4,Female,33,1,4,Sales Executive,2,Divorced,10977,7119,1,Y,No,16,3,3,80,3,27,6,1,5,4,0,4
34,Yes,Travel_Rarely,827,Human Resources,4,3,Other,1,500,1,Male,57,3,5,Human Resources,3,Divorced,12371,7819,4,Y,Yes,17,3,4,80,0,14,3,3,7,2,3,3
36,No,Non-Travel,1443,Research & Development,2,3,Technical Degree,1,501,2,Male,86,3,3,Healthcare Representative,4,Divorced,9178,14220,2,Y,No,14,3,4,80,0,13,5,3,0,0,0,0
34,No,Travel_Rarely,1457,Research & Development,3,3,Technical Degree,1,502,4,Male,37,2,5,Manufacturing Director,4,Divorced,13836,24838,2,Y,Yes,12,3,2,80,0,14,4,3,5,3,0,2
33,No,Travel_Rarely,1215,Research & Development,5,3,Life Sciences,1,503,3,Male,60,3,4,Healthcare Representative,2,Married,10104,25639,3,Y,No,16,3,3,80,0,10,5,3,8,3,4,5
39,No,Travel_Rarely,786,Research & Development,22,3,Medical,1,504,4,Female,94,4,3,Manufacturing Director,4,Divorced,9855,9611,2,Y,No,17,3,2,80,2,16,6,3,3,1,1,1
39,No,Non-Travel,1071,Sales,3,1,Marketing,1,505,2,Female,82,3,1,Sales Representative,2,Married,5078,12020,1,Y,No,16,3,4,80,3,17,4,3,5,3,1,2
44,No,Travel_Rarely,1417,Research & Development,3,2,Medical,1,506,4,Male,67,2,3,Research Director,3,Married,10248,16345,4,Y,No,18,3,4,80,0,24,1,3,0,0,0,0
33,Yes,Travel_Rarely,669,Sales,1,4,Marketing,1,507,1,Male,46,3,5,Manager,4,Married,11813,7819,2,Y,No,14,3,4,80,2,11,0,3,1,0,0,0
27,No,Non-Travel,834,Research & Development,20,3,Medical,1,508,3,Male,54,2,5,Research Scientist,4,Single,15008,10798,3,Y,No,13,3,2,80,0,4,2,3,4,2,1,2
44,No,Travel_Rarely,312,Research & Development,4,1,Technical Degree,1,509,3,Male,84,1,1,Laboratory Technician,4,Divorced,4716,26319,2,Y,No,12,3,1,80,0,22,3,4,4,3,2,3
38,No,Travel_Rarely,776,Research & Development,1,1,Other,1,510,4,Female,86,3,2,Manufacturing Director,4,Married,8705,6380,3,Y,No,11,3,4,80,1,17,4,3,17,8,0,5
58,No,Travel_Frequently,139,Research & Development,1,1,Technical Degree,1,511,3,Male,57,3,5,Research Director,4,Married,14418,18509,2,Y,No,15,4,4,80,2,38,3,2,2,0,0,1
40,No,Travel_Rarely,1261,Sales,1,4,Life Sciences,1,512,4,Female,91,2,2,Manager,2,Married,7169,7615,2,Y,No,18,3,3,80,1,19,2,3,0,0,0,0
32,No,Travel_Rarely,636,Research & Development,3,3,Technical Degree,1,513,2,Female,43,3,4,Laboratory Technician,1,Married,9565,25394,1,Y,No,20,3,4,80,1,10,1,2,2,0,1,1
33,No,Travel_Rarely,1073,Sales,20,2,Other,1,514,1,Male,74,3,2,Manager,3,Married,7770,25979,2,Y,Yes,11,3,3,80,1,11,3,1,0,0,0,0
45,No,Travel_Rarely,216,Sales,1,3,Medical,1,515,4,Male,90,1,2,Sales Executive,4,Divorced,6914,3058,2,Y,No,11,4,1,80,1,25,2,3,5,1,0,4
26,No,Travel_Rarely,1383,Research & Development,3,3,Other,1,516,3,Male,71,2,2,Manager,1,Married,6723,18508,2,Y,No,11,3,3,80,3,4,0,4,4,1,0,2
43,No,Travel_Rarely,1421,Sales,22,1,Other,1,517,3,Female,60,3,3,Manager,3,Single,9740,26168,2,Y,No,15,3,3,80,1,20,6,2,6,5,1,5
54,No,Travel_Rarely,996,Sales,5,4,Other,1,518,3,Male,51,3,2,Manager,4,Married,7527,16722,4,Y,No,18,3,2,80,1,32,1,3,5,4,0,4
25,Yes,Travel_Rarely,305,Sales,9,4,Marketing,1,519,1,Male,60,3,1,Manager,3,Single,3814,12830,3,Y,Yes,14,3,1,80,2,3,3,3,0,0,0,0
33,No,Non-Travel,827,Research & Development,1,5,Life Sciences,1,520,2,Male,48,3,4,Manager,4,Single,11205,20194,4,Y,No,16,3,1,80,0,12,6,3,6,5,0,4
18,No,Travel_Frequently,864,Research & Development,29,3,Life Sciences,1,521,2,Male,86,3,2,Manager,3,Divorced,4324,8584,4,Y,No,16,3,4,80,0,0,6,3,1,0,0,0
52,Yes,Travel_Frequently,442,Research & Development,9,1,Medical,1,522,1,Male,52,3,3,Research Director,2,Single,10435,9614,6,Y,Yes,13,3,4,80,1,29,4,3,3,2,0,0
35,No,Travel_Rarely,1429,Sales,6,3,Other,1,523,4,Male,37,3,3,Sales Executive,1,Married,8572,8884,4,Y,No,15,4,3,80,2,12,0,3,2,1,0,1
45,No,Travel_Frequently,445,Human Resources,1,2,Life Sciences,1,524,4,Female,70,2,4,Manager,3,Divorced,10882,23758,1,Y,No,14,3,1,80,0,23,6,2,1,0,0,0
34,No,Travel_Rarely,575,Research & Development,5,4,Other,1,525,1,Female,74,3,1,Manufacturing Director,2,Married,5910,10166,3,Y,No,11,3,4,80,1,13,5,2,1,0,0,0
48,No,Travel_Rarely,1375,Human Resources,28,3,Other,1,526,3,Female,41,2,1,Human Resources,1,Single,6388,20348,2,Y,No,13,4,2,80,2,26,5,4,1,0,0,0
49,No,Travel_Rarely,793,Research & Development,9,2,Medical,1,527,1,Female,41,3,2,Laboratory Technician,4,Single,7279,6261,4,Y,No,17,3,4,80,0,28,4,2,1,0,0,0
33,No,Travel_Frequently,1299,Sales,1,4,Other,1,528,1,Female,56,2,2,Manager,3,Married,7255,20039,1,Y,No,14,3,2,80,1,11,4,3,2,1,0,1
35,Yes,Non-Travel,362,Sales,4,2,Other,1,529,1,Male,89,3,3,Sales Executive,1,Married,8634,14550,3,Y,Yes,17,3,4,80,0,12,5,3,11,7,4,9
51,No,Travel_Rarely,465,Research & Development,4,3,Other,1,530,3,Male,83,2,3,Manager,3,Married,9618,11267,1,Y,No,14,3,1,80,2,29,5,3,1,0,0,0
47,No,Travel_Rarely,382,Sales,1,1,Marketing,1,531,4,Male,59,3,3,Sales Representative,4,Single,9555,12252,3,Y,Yes,11,3,3,80,0,24,5,3,4,2,1,1
38,No,Travel_Rarely,677,Sales,4,3,Medical,1,532,3,Male,77,4,4,Manager,3,Divorced,11669,16720,4,Y,No,19,3,4,80,3,15,3,3,3,1,0,2
30,No,Travel_Rarely,444,Research & Development,6,4,Life Sciences,1,533,3,Male,58,2,2,Research Scientist,4,Divorced,5779,14022,3,Y,No,11,3,1,80,0,7,5,4,3,2,1,2
23,Yes,Travel_Rarely,1111,Research & Development,1,5,Technical Degree,1,534,1,Male,74,3,5,Laboratory Technician,3,Single,11563,20748,3,Y,No,15,3,4,80,1,2,3,3,0,0,0,0
35,No,Travel_Rarely,770,Research & Development,2,4,Technical Degree,1,535,4,Male,99,3,5,Manufacturing Director,2,Married,13817,17562,0,Y,No,13,3,4,80,1,12,3,3,2,1,1,0
18,No,Travel_Frequently,344,Sales,14,2,Medical,1,536,4,Female,46,2,3,Manager,4,Single,6421,7679,4,Y,No,20,3,1,80,1,0,1,3,1,0,0,0
33,Yes,Travel_Frequently,700,Research & Development,9,3,Life Sciences,1,537,1,Male,31,3,4,Manufacturing Director,1,Married,11006,5120,3,Y,Yes,13,4,2,80,0,10,2,2,4,3,0,1
45,Yes,Travel_Rarely,306,Research & Development,4,3,Life Sciences,1,538,1,Female,55,4,4,Healthcare Representative,1,Married,12847,25804,2,Y,No,17,4,4,80,0,23,5,3,1,0,0,0
21,No,Travel_Frequently,1099,Sales,4,3,Medical,1,539,4,Male,31,2,1,Sales Representative,4,Single,3741,13745,4,Y,No,13,4,1,80,1,0,5,1,1,0,0,0
38,No,Travel_Rarely,1400,Sales,3,3,Life Sciences,1,540,3,Male,31,2,5,Manager,4,Married,14471,13197,3,Y,No,13,3,2,80,0,18,0,2,2,0,0,1
35,Yes,Travel_Rarely,1386,Research & Development,10,3,Medical,1,541,1,Male,32,3,2,Manager,4,Married,6476,10697,2,Y,No,18,3,3,80,0,12,6,3,0,0,0,0
24,No,Travel_Rarely,217,Sales,8,5,Marketing,1,542,4,Male,44,3,4,Sales Executive,4,Married,9383,19941,3,Y,No,11,4,1,80,2,2,6,2,2,1,0,0
38,No,Travel_Frequently,763,Sales,29,5,Life Sciences,1,543,2,Female,91,3,4,Manager,2,Single,11700,8471,7,Y,No,15,3,3,80,0,18,2,3,3,2,1,2
44,No,Travel_Rarely,1159,Research & Development,18,2,Life Sciences,1,544,3,Male,79,1,3,Manufacturing Director,1,Married,9498,10327,4,Y,No,20,3,2,80,2,23,3,3,2,1,0,1
34,No,Travel_Frequently,694,Research & Development,2,2,Technical Degree,1,545,2,Male,52,3,2,Manufacturing Director,1,Married,4475,10988,2,Y,No,14,3,4,80,1,12,1,3,6,2,3,4
44,Yes,Travel_Rarely,931,Sales,15,2,Other,1,546,4,Female,44,2,4,Manager,1,Married,12314,10082,4,Y,Yes,11,3,3,80,1,23,6,3,0,0,0,0
20,No,Travel_Rarely,929,Research & Development,15,2,Technical Degree,1,547,2,Female,96,3,5,Manufacturing Director,4,Married,12003,6816,2,Y,No,20,3,3,80,0,0,1,2,1,0,0,0
43,No,Travel_Rarely,1189,Research & Development,11,3,Technical Degree,1,548,3,Male,82,2,2,Research Scientist,4,Divorced,6845,13886,4,Y,Yes,11,3,3,80,2,22,5,3,4,2,0,3
48,No,Travel_Rarely,851,Research & Development,8,2,Life Sciences,1,549,2,Male,68,2,2,Laboratory Technician,4,Single,7889,21688,1,Y,No,14,4,2,80,0,27,3,3,3,2,1,1
30,No,Travel_Frequently,290,Sales,20,4,Life Sciences,1,550,4,Male,41,3,2,Manager,2,Married,6581,4040,3,Y,No,18,4,3,80,1,7,4,3,0,0,0,0
35,No,Travel_Rarely,679,Research & Development,17,3,Medical,1,551,4,Male,82,2,5,Research Director,4,Divorced,13997,17186,1,Y,Yes,16,3,2,80,2,12,1,2,1,0,0,0
35,No,Travel_Rarely,622,Research & Development,15,1,Life Sciences,1,552,2,Female,99,3,1,Manufacturing Director,3,Married,5868,3289,3,Y,No,14,3,1,80,0,14,4,3,3,1,0,1
35,Yes,Travel_Rarely,731,Research & Development,11,3,Other,1,553,4,Male,30,3,4,Research Scientist,2,Married,10701,3838,3,Y,No,13,3,2,80,1,15,6,4,5,4,1,3
24,No,Travel_Rarely,196,Research & Development,1,3,Technical Degree,1,554,3,Male,70,2,1,Laboratory Technician,4,Single,3560,5585,0,Y,No,12,3,1,80,0,1,5,3,1,0,0,0
32,No,Travel_Rarely,920,Research & Development,5,4,Other,1,555,2,Female,95,2,2,Healthcare Representative,4,Married,6962,22669,3,Y,No,13,3,4,80,0,9,4,3,7,2,3,2
33,No,Travel_Rarely,868,Sales,11,1,Other,1,556,4,Female,83,3,4,Sales Executive,2,Single,10807,12576,2,Y,No,12,3,3,80,2,11,3,2,1,0,0,0
43,No,Non-Travel,196,Research & Development,4,3,Life Sciences,1,557,2,Male,40,3,2,Research Director,2,Married,8278,15250,2,Y,No,13,3,4,80,0,23,3,4,3,1,0,2
27,No,Travel_Rarely,1187,Research & Development,4,1,Medical,1,558,4,Male,74,3,5,Research Director,2,Married,12359,4337,2,Y,Yes,16,3,1,80,2,4,3,2,4,3,0,2
27,No,Travel_Frequently,1473,Research & Development,16,3,Technical Degree,1,559,3,Female,85,2,3,Research Director,3,Married,10184,5340,6,Y,No,15,3,2,80,0,5,4,1,5,3,1,3
52,No,Travel_Rarely,894,Sales,9,4,Marketing,1,560,4,Female,51,2,4,Manager,4,Divorced,12127,21285,1,Y,No,11,3,4,80,1,31,3,1,4,1,2,3
45,No,Travel_Frequently,440,Research & Development,5,5,Technical Degree,1,561,1,Male,80,2,1,Manager,3,Married,6180,17935,2,Y,No,15,3,3,80,1,25,1,3,11,8,3,9
47,No,Travel_Frequently,407,Research & Development,3,3,Life Sciences,1,562,3,Female,84,4,3,Manager,2,Married,10118,10673,4,Y,Yes,11,4,4,80,0,24,3,1,10,5,5,9
35,No,Travel_Frequently,462,Sales,1,2,Marketing,1,563,4,Male,91,2,3,Manager,1,Single,9254,19275,1,Y,No,18,3,1,80,2,12,1,3,2,1,0,1
42,No,Travel_Rarely,1043,Research & Development,4,1,Medical,1,564,2,Female,40,3,3,Manufacturing Director,3,Married,8359,8105,0,Y,No,16,3,4,80,0,21,0,3,3,2,1,2
42,No,Travel_Frequently,932,Sales,1,2,Other,1,565,1,Male,53,2,4,Sales Executive,1,Married,12538,9600,1,Y,No,14,4,3,80,2,21,1,3,3,2,0,2
40,Yes,Travel_Frequently,345,Sales,2,4,Other,1,566,1,Male,87,3,2,Sales Representative,1,Married,6959,5106,4,Y,No,13,3,3,80,0,17,1,3,6,4,2,3
40,No,Travel_Rarely,1422,Research & Development,18,3,Life Sciences,1,567,4,Female,71,1,3,Research Director,4,Married,8691,17784,1,Y,No,17,3,4,80,0,20,2,1,3,1,0,2
42,No,Travel_Frequently,474,Human Resources,9,4,Life Sciences,1,568,2,Male,37,1,5,Manager,4,Married,14184,3930,0,Y,No,18,3,4,80,1,20,4,2,12,4,4,8
23,No,Travel_Rarely,394,Sales,5,3,Medical,1,569,4,Female,44,3,3,Sales Representative,3,Single,8372,13270,2,Y,Yes,16,3,1,80,1,0,2,1,1,0,0,0
29,No,Travel_Rarely,1472,Sales,3,1,Marketing,1,570,3,Male,54,2,3,Manager,1,Married,7800,14116,4,Y,Yes,11,3,2,80,0,7,2,4,6,3,0,3
38,No,Travel_Frequently,625,Sales,1,3,Other,1,571,3,Male,74,3,4,Sales Executive,1,Divorced,10163,17231,1,Y,No,16,3,4,80,1,17,4,3,4,1,0,2
42,No,Travel_Rarely,216,Research & Development,1,3,Life Sciences,1,572,1,Male,53,3,4,Research Director,2,Married,12914,4228,5,Y,No,15,3,1,80,2,22,6,3,7,5,0,2
56,No,Travel_Frequently,223,Research & Development,12,4,Medical,1,573,4,Male,64,2,2,Laboratory Technician,4,Married,6801,17766,0,Y,No,14,3,1,80,0,35,2,2,9,5,0,4
30,Yes,Travel_Rarely,456,Sales,3,3,Medical,1,574,3,Male,50,3,4,Manager,1,Married,11554,24831,1,Y,Yes,12,3,4,80,0,9,2,3,0,0,0,0
38,No,Non-Travel,1034,Sales,3,2,Other,1,575,1,Male,43,2,1,Sales Executive,2,Married,4632,5012,6,Y,No,15,3,1,80,1,17,3,3,10,9,3,7
56,No,Non-Travel,445,Research & Development,3,2,Other,1,576,1,Male,68,3,2,Research Scientist,3,Married,7984,8435,2,Y,No,13,3,2,80,2,33,4,3,9,6,1,6
18,No,Travel_Rarely,866,Sales,4,2,Medical,1,577,4,Male,83,3,2,Sales Representative,3,Single,6498,22426,8,Y,No,16,3,2,80,1,0,1,1,1,0,0,0
23,Yes,Travel_Rarely,633,Sales,4,2,Marketing,1,578,3,Male,82,3,2,Sales Executive,4,Single,6021,13051,4,Y,No,18,3,4,80,0,2,4,4,2,0,1,0
44,No,Travel_Rarely,1371,Research & Development,29,3,Life Sciences,1,579,4,Male,44,3,4,Research Director,4,Divorced,12753,19487,1,Y,No,21,3,2,80,2,21,3,4,0,0,0,0
43,No,Travel_Rarely,1335,Research & Development,3,4,Other,1,580,4,Female,40,3,3,Healthcare Representative,1,Single,9677,20776,1,Y,No,11,3,2,80,2,21,2,3,1,0,0,0
32,No,Travel_Rarely,892,Research & Development,15,1,Life Sciences,1,581,3,Female,36,3,2,Manufacturing Director,4,Single,7642,22782,5,Y,No,11,4,4,80,0,10,5,2,4,3,0,2
43,No,Travel_Rarely,587,Research & Development,4,3,Medical,1,582,1,Male,97,4,1,Research Director,4,Divorced,6141,14440,3,Y,No,17,3,4,80,2,22,2,4,2,1,0,1
46,No,Non-Travel,869,Research & Development,1,4,Life Sciences,1,583,2,Male,85,1,4,Laboratory Technician,2,Single,10326,2739,3,Y,No,18,3,3,80,0,24,5,1,6,5,0,5
45,No,Travel_Rarely,215,Research & Development,11,3,Technical Degree,1,584,1,Male,76,1,3,Research Scientist,4,Married,11098,2364,1,Y,Yes,19,4,4,80,2,25,2,3,0,0,0,0
33,No,Travel_Rarely,1172,Research & Development,10,4,Technical Degree,1,585,4,Male,54,2,3,Research Scientist,2,Divorced,8481,5590,2,Y,No,19,4,4,80,1,10,5,3,8,6,0,3
31,No,Travel_Rarely,231,Research & Development,27,5,Other,1,586,1,Male,99,4,3,Manufacturing Director,4,Single,10612,22192,3,Y,No,15,3,3,80,0,9,1,3,2,0,0,1
20,No,Non-Travel,776,Research & Development,29,5,Medical,1,587,3,Male,54,3,2,Research Scientist,3,Divorced,6459,15662,3,Y,No,16,3,4,80,1,0,3,3,1,0,0,0
37,No,Non-Travel,1205,Research & Development,1,1,Medical,1,588,3,Female,41,2,2,Laboratory Technician,3,Married,6220,16829,1,Y,No,20,3,1,80,0,14,1,3,1,0,0,0
32,No,Travel_Rarely,787,Sales,8,4,Other,1,589,2,Male,73,3,2,Sales Representative,1,Divorced,6335,11248,3,Y,No,11,3,1,80,2,10,4,3,10,4,2,7
29,No,Travel_Rarely,1000,Sales,1,3,Marketing,1,590,1,Male,58,3,1,Sales Representative,3,Married,3944,16172,1,Y,Yes,15,4,3,80,1,6,4,3,4,2,2,2
21,No,Travel_Rarely,1189,Sales,2,4,Medical,1,591,3,Male,76,3,2,Sales Representative,4,Single,6630,13124,3,Y,Yes,13,4,2,80,1,0,1,3,0,0,0,0
53,No,Travel_Frequently,1343,Research & Development,11,5,Medical,1,592,4,Female,79,2,1,Manufacturing Director,1,Married,5544,18129,2,Y,No,17,3,4,80,1,31,6,3,3,1,1,2
39,No,Travel_Rarely,644,Research & Development,1,3,Technical Degree,1,593,2,Female,90,4,2,Research Director,4,Married,7790,22343,3,Y,No,11,3,1,80,0,16,6,2,1,0,0,0
27,No,Travel_Frequently,997,Research & Development,4,3,Life Sciences,1,594,2,Male,63,3,5,Laboratory Technician,4,Divorced,12617,5067,2,Y,No,19,4,3,80,1,5,4,3,2,0,0,1
43,No,Travel_Frequently,463,Human Resources,4,3,Human Resources,1,595,2,Male,39,3,3,Human Resources,2,Married,10326,18532,2,Y,No,17,3,3,80,0,22,5,4,8,3,2,7
33,Yes,Travel_Frequently,790,Research & Development,3,4,Other,1,596,4,Male,31,2,3,Manager,4,Single,8464,15733,2,Y,No,11,4,3,80,1,13,6,3,0,0,0,0
35,No,Travel_Frequently,1411,Research & Development,10,2,Technical Degree,1,597,4,Male,57,2,3,Research Director,2,Married,8956,26338,2,Y,No,11,3,1,80,1,12,3,3,1,0,0,0
40,Yes,Travel_Rarely,816,Research & Development,9,1,Technical Degree,1,598,4,Male,39,2,2,Manufacturing Director,3,Single,7909,22103,3,Y,No,14,3,3,80,2,17,6,1,0,0,0,0
24,No,Travel_Rarely,664,Sales,10,3,Other,1,599,3,Male,84,2,3,Manager,3,Single,6007,13819,2,Y,Yes,11,4,1,80,1,1,5,3,1,0,0,0
